,댓글,출처,,,,라벨링
59648,고유정 개무섭네ㄹㅇㄷㄷㄷ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59649,기자한테 걸어야지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59650,범행 수법은 어디서 볼 수 있냐?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59651,고유정 개같은년 교도소에서 평생 성노리게 당하면서 죽는것보다 못한 삶을 살길바란다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59652,@익명b3f08f 테마펜션은 무슨 지랄하고 자빠졌네 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59653,"@익명b3f08f 저건 테마라고 할수 없지

살인사건 현장이 테마가 되냐 그냥 사건장소지 ㅋㅋㅋㅋ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59654,@익명b3f08f 해외면 몰라도 십선비나라에선 절대 안먹힘,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59655,@익명3c95c0 그래 넌 사람죽은집으로 알려져서 싸게나온집 제값주렴 소독해서 쓰면되는집인데 제값주지그래,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59656,저 변호사는 좀 이상한데. 헛 똑똑이 아니냐? 고유정이 재산이 없다면 소송을 뭐하러 하나? 원고가 스트레스만 더 받지. 언론사를 상대로 뭔가를 시도해 보면 몰라도.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59657,@번역중 배상 받을 가능성 희박하다고 의뢰인한테 설명했다잖아,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59658,@원숭이나무 설명하면 다냐? 영혼 없는 전문가지. 그런 면책성 설명이야 그럴듯하게 하는 거지.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59659,@번역중 저 글 올린 손수호 좌파쪽애들 방송에 나오던 로스쿨 출신임.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59660,@번역중 병신인가 ㅋㅋ 난독증 있냐? ㅋㅋㅋ 의뢰인이 억울하다고 소송 해달라 한거라잖아 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59661,@언넝허서어 소송해 달라고 다 해 주냐? 영혼 없는 전문가. 의뢰인에게 도움이 되는 것을 안내해 줘야지.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59662,@번역중 병신인가? 그냥 지 좆대로 상황을 아예 강제해버리네 ㅋㅋ 저 변호사가 소송 하지 말라고 안 말렸겠냐? ㅋㅋㅋㅋ 말렸는데도 그냥 한다고 했으니 하는거겠죠 ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59663,@언넝허서어 ㅋㅋ 그런 너는 왜 상황을 강제하냐? 객관적으로 저 소송이 상식적으로 타당하냐? 난 저 변호사가 보수 안 받고 했다면 박수 쳐 주겠다.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59664,@언넝허서어 그런데 너는 왜 이렇게 흥분해서 그러냐? ㅋㅋ 적당히 감싸라.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59665,"@번역중 나는 강제한게 아니라 저사람이 쓴 글 그대로 말해준건데요? ㅋㅋ 니는 글도 제대로 안 쳐읽고 니 좆대로 생각한거고 ㅋㅋ

누가 저 소송이 타당하다고 했냐? 아무도 타당하다고 안했는데 왜 너 혼자 저 소송은 타당하지 않아 ~ 이지랄 하고 있는거임?",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59666,고유정 애비 부자잖어. 뒤지기전에 좋은일 하지 씨발 노인네.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59667,고유정 쎅쓰 잘함?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59668,고유정 부친이 제주도 렌터카 회사 오너라며,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59669,"이래서 검찰개혁,경찰개혁,사법개혁 법사위개혁 가야하는 이유가 다 있다
그냥 나몰라라 입맛수사 하다가 법이 개쓰레기가 되니 당한놈이 잘못임",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59670,"살인자의 방 이런 테마로 가야지
이혼을 앞둔 부부 자숙의 방
불륜이 어때서~ 이래서 방
자식은 내자식만 방
살인도 당당하게 등등",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59671,@오빠거기똥꼬야 미친년ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59672,"@오빠거기똥꼬야 노이즈 마케팅으로 적극 활용해야했다 sm기구같은것도 가져다 놓고. 온갖 변태 및 이상성욕자, 호기심충등등 몰려들었을테지만 장사는 잘 되지 않았을까?",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59673,"근데 쟤 결국 남편 죽인 이유가 뭐임?

돈?",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59674,@금강살려내시발 그냥 자기 앞길에 방해된다고 생각하는 사람은 죽이는 듯,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59675,"@금강살려내시발 고유정 클라스가 10이면 남편 3 정도
집안도 고유정 압승 지와 급이 맞지않는 남편이 아니꼬아서 죽임.",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59676,@공문각박인중사개 이혼을 하면 하지 죽이긴 와 죽이노 ㄷㄷㄷㄷ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59677,"@금강살려내시발 이혼했는데 남편이 딸보여달라고 겁나 찡찡됨.
싸이코들한테는 자기보다 아랫급으로 보는 사람들이
자기한테 대는거 용납못함",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59678,"고유정 마캐팅으로 장사하지 강심장 팬션 귀곡산장
그방은 비싸게 주는거다
고유정 사진도 걸어놓고 고유정이 변재해야할 금액만큼 초상권 사용료로 까면 된다",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59679,@익명472de1 솔직히 무기징역 쳐맞고 가석방되는 경우 극히드뭄. 진짜 수감생활 내내 모범수해도 희박.,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59680,언론사를 고소해야지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59681,ㅋㅋㅋ 앉아서 개꿀로 돈벌어보려했으나 실~~패 꼴좋다 노인네들 ㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59682,시발ㅋㅋㅋㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59683,부주위한 언론들이 문제지 문제가 참 많음,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59684,@핥탓탨툻슳풇 부주위는 어디 주위냐? 씨발 좆같은 조선족새끼야,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59685,무서워서. 불가능,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59686,가능,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59687,@익명53845e 나좀 봐줄수잇어?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59688,저건 노부부가 광고를 못한결과지~! 토막살인사건 난 펜션입니다 공포체험단 대환영~!,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59689,@익명35ccaf 그럴까? 공포체험단모집이라고 일본에도 유툽으로광고해봐라 존나게몰려와서 떡가지치고갈꺼다 거기서 av도 찍고,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59690,"저런년이 좋다고 재혼한애도
그리고 애도 맡겼으니
서울역에 버려놔도 살았겠다",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59691,예쁘다..,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59692,ㄱㄴ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59693,고유정 이쁘게 생겼다 쌉가능,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59694,@익명c8e076 어디랑 어디,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59695,@흑바마 노무현,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59696,이건 언론사 피고로 왜 안해본거야?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59697,"오원춘이랑 같은 방에 넣으면 재밌겠네
칼 한자루 넣어주고 씨발 ㅎㅎ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59698,헬조선인데 어쩌겄노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59699,"펜션을 보도한 언론사땜에 망한건데
왜 고유정을 고소하노?

지금까지 숙박업소에서 살인하고 돈 물어준 살인자가 누가있노?",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59700,"@그냥읽어라 고렙 쳐드시고 사리 분별 못하는거 봐라.


그 언론사의 보도 꺼리를 준게 고유정인데 고유정을 안 까면 누굴 까냐?",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59701,사업하는 사람이 저정도 리스크도 생각안하고 창업하는거냐?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59702,"폐업은 씨발 ㅋㅋㅋㅋ
마케팅을해야지.
남편을 갈아만든 그집!!!!!!!!
위기의 부부 오늘부터 새롭게 시작하는 화목한 가정 갱생펜션!!!!!!
앞으로 잘지내자 그여자 펜션!!!",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59703,펜션 이름 노출한 언론사 한테도 얼마라도 받을 수 있을 건데,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59704,후장 잘대주게 생겼노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59705,@익명40a5a6 개좆빠는 소리좀 작작해 제발;,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59706,@익명40a5a6 ㅆㅂ 신박한데? 굿 초이스!,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59707,"@익명40a5a6 씨발 이게 제일 웃김ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ

강제시청 씨발ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59708,관상은 세상 착하게 생겼는데.. ㄷㄷㄷ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59709,@PUUPLE 전라도눈엔 그렇게 보이겠지,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59710,키 160 얼굴도 이상한점 없는 그런 여자인데 믿기지가 않는다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59711,펜션이름을 유정펜션으로바꾸고 식사도 카레로 제공하는등 마케팅하면 승산있을듯,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59712,@질싸트특별사정 귀곡산장컨셉으로 해서 이벤트로는 물감놀이,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59713,로봉순같이 생깃노,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59714,저년 장기적출해서 장기받은사람들한테서 십시일반해서 펜션에 돕는방법도 하나의 방법아님? 이거 비인륜적인방법임?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59715,@익명696265 최소한 피해자가족에게는..?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59716,"펜션 이름을 “반토막 펜션” 으로 바꾸고 모닝브렉퍼스트 제공을 카레로 바꿔라.
그리고 간간히 고객 누가 왔는데 고유정이 머물던 곳이 있다 이런식으로 유튜브 하면 떡상에 준갑부되는건 시간문제임",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59717,@사촌간불알빨기 감자탕,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59718,흘린 언론사도 같이 엮어야 돈을 받지 답답하네,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59719,"저 펜션은 컨셉을 바꿔야지.
무서운 공포체험 펜션.
살인 사건 옆방은 다른방보다 비싸게. 해당 방은 가장 비싸게.",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59720,"저런건 결국 건물 뽀개고 땅값 밖에 안남음.
유영철이가 작업한 원룸 신촌 건물도 결국 뽀갰음.",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59721,@소니콜레오네 건물주도 운이 좋아야 하네 ㅉㅉ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59722,@익명f947bd 야야. 역효과 일어날것 같아ㅋㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59723,이래서 피해보상 할 돈없으면 범죄인을 피해자들에게 인계하는법을 만들어야함,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59724,이건 고유정이 아니라 언론사를 상대로 소송해야하는거아님?,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59725,흉가로 꾸민후 테마체험 까페,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59726,"교도소에서 돈없으면 안그래도 힘든거 존나게 힘들다던데
영치금 가압류하면 좆빠지게 힘든 무기징역이 되겠지",./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59727,교복 뭐냐 씨발년이,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59728,@광화문광장 고딩때 사진이래,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59729,방탈출 이벤트 열어서 실패하면 캐리어 탑슨권 당첨,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59730,살인 없다 치고 보면 존나 발랄하고 같이 놀면 재밌을꺼 같이 생겼다,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59731,언론잘못이잖아,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
59732,사람 토막친 펜션에 놀러가는게 비정상이지 ㅋ,./data\일베_일간베스트게시물_댓글_최근12페이지.csv,,,,
